Corrected Customer Question,Corrected Frappe Query
List out all available Item records.,"frappe.get_all(""Item"")"
Retrieve relevant entries from Stock Entry records that have the expense_amount marked as value_220.,"frappe.get_all(""Stock Entry"", filters={""expense_amount"": ""value_220""})"
"Look up Opportunity records in which status marked as Active, accompanied by employee_name and supplier_name.","frappe.get_all(""Opportunity"", filters={""status"": ""Active""}, fields=[""employee_name"", ""supplier_name""])"
"List Vehicle records which include status with status Paid and supplier_name with status greater than 5000, containing currency, pricing_rule_type, and supplier_name, ordered by creation in descending order.","frappe.get_all(""Vehicle"", filters={""status"": ""Paid"", ""supplier_name"": ["">"", 5000]}, fields=[""currency"", ""pricing_rule_type"", ""supplier_name""], order_by=""creation desc"")"
"Find and Display Purchase Order records in which status marked as Approved, capacity marked as greater than 7500, and location marked as San Francmarked asco, containing name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Approved"", ""capacity"": ["">"", 7500], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Show details of Purchase Order records whose status marked as Paid and currency marked as greater than 5000, with details of vehicle_type, customer_name, and currency, ordered by creation in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""vehicle_type"", ""customer_name"", ""currency""], order_by=""creation desc"")"
Can you show me Payment Entry records in which currency being value_158.,"frappe.get_all(""Payment Entry"", filters={""currency"": ""value_158""})"
Help me find Lead records in which project_name marked as value_527.,"frappe.get_all(""Lead"", filters={""project_name"": ""value_527""})"
"Give me Delivery Note records that have the status having Active, accompanied by employee_name and pricing_rule_type.","frappe.get_all(""Delivery Note"", filters={""status"": ""Active""}, fields=[""employee_name"", ""pricing_rule_type""])"
"Can you show me Leave Application records that have the status being Approved, capacity being greater than 20000, and location being San Francbeingco, including name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Approved"", ""capacity"": ["">"", 20000], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Can you show me Warehouse records that have the department marked as Finance, status marked as Approved, from_date marked as on or after 2023-09-01, and to_date marked as on or before 2023-10-01, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Warehouse"", filters={""department"": ""Finance"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Showcase data for Sales Invoice records whose status marked as Active, department marked as HR, and date_of_joining marked as after 2022-01-01, containing name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2022-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Display Contract records with status being Paid and vehicle_type being greater than 5000, including invoice_date, project_name, and vehicle_type, ordered by creation in descending order.","frappe.get_all(""Contract"", filters={""status"": ""Paid"", ""vehicle_type"": ["">"", 5000]}, fields=[""invoice_date"", ""project_name"", ""vehicle_type""], order_by=""creation desc"")"
Give me all Journal Entry details available.,"frappe.get_all(""Journal Entry"")"
Display the complete List of Payment Entry records.,"frappe.get_all(""Payment Entry"")"
"Give me Lead records whose status having Active, containing customer_name and project_name.","frappe.get_all(""Lead"", filters={""status"": ""Active""}, fields=[""customer_name"", ""project_name""])"
Find Item records that have company marked as value_309.,"frappe.get_all(""Item"", filters={""company"": ""value_309""})"
Locate and display all stored Attendance records from the database.,"frappe.get_all(""Attendance"")"
"Can you show me Leave Application records with status being Active, total being greater than 20000, and supplier being Global Supplies, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Active"", ""total"": ["">"", 20000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Find Sales Invoice records which include status marked as Paid, total marked as greater than 20000, and supplier marked as Global Supplies, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""total"": ["">"", 20000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Look up Delivery Note records whose status having Paid and currency having greater than 5000, containing customer_name, invoice_date, and currency, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""customer_name"", ""invoice_date"", ""currency""], order_by=""creation desc"")"
"Bring up the details of Leave Application records which include status marked as Active, capacity marked as greater than 10000, and location marked as New York, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Active"", ""capacity"": ["">"", 10000], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
I need to see Quotation records whose task_status marked as value_262.,"frappe.get_all(""Quotation"", filters={""task_status"": ""value_262""})"
Provide a full dataset of Sales Invoice records.,"frappe.get_all(""Sales Invoice"")"
Fetch the complete List of Leave Application entries from the database.,"frappe.get_all(""Leave Application"")"
"Look up User records that have status marked as Active, along with order_date and quantity.","frappe.get_all(""User"", filters={""status"": ""Active""}, fields=[""order_date"", ""quantity""])"
"List Sales Invoice records whose status with status Active, containing expense_amount and status.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""status""])"
Fetch all Journal Entry entries with details.,"frappe.get_all(""Journal Entry"")"
"Can you provide details of Leave Application records that have the status marked as Paid and vehicle_type marked as greater than 5000, accompanied by order_date, supplier_name, and vehicle_type, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""vehicle_type"": ["">"", 5000]}, fields=[""order_date"", ""supplier_name"", ""vehicle_type""], order_by=""creation desc"")"
Bring up the details of every available Lead document from the system.,"frappe.get_all(""Lead"")"
Can you provide a detailed lwith status of all Payment Entry documents?,"frappe.get_all(""Payment Entry"")"
"Dwith statusplay Expense Claim records in which status with status Paid and journal_entry_type with status greater than 5000, containing status, expense_amount, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Expense Claim"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""status"", ""expense_amount"", ""journal_entry_type""], order_by=""creation desc"")"
"Help me find Purchase Order records that have status being Completed, total being greater than 5000, and supplier being Global Supplies, containing name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Completed"", ""total"": ["">"", 5000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Bring up Purchase Order records that have the status marked as Paid, capacity marked as greater than 10000, and location marked as San Francmarked asco, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""capacity"": ["">"", 10000], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Fetch Lead records that have the status marked as Paid and company marked as greater than 5000, containing invoice_date, payment_status, and company, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""invoice_date"", ""payment_status"", ""company""], order_by=""creation desc"")"
Display the entire Leave Application dataset stored.,"frappe.get_all(""Leave Application"")"
Summarize information about all stored Employee records from the database.,"frappe.get_all(""Employee"")"
"Find Leave Application records whose status having Active, containing employee_name and vehicle_type.","frappe.get_all(""Leave Application"", filters={""status"": ""Active""}, fields=[""employee_name"", ""vehicle_type""])"
I'd like to see information on Asset records stored in the database.,"frappe.get_all(""Asset"")"
Pull up all Vehicle records from the database.,"frappe.get_all(""Vehicle"")"
"List Employee records which include status marked as Approved, capacity marked as greater than 20000, and location marked as Chicago, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Employee"", filters={""status"": ""Approved"", ""capacity"": ["">"", 20000], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Provide all Attendance entries currently available.,"frappe.get_all(""Attendance"")"
Get me information on every available Quotation document from the system.,"frappe.get_all(""Quotation"")"
"Look up Warehouse records in which status being Approved, capacity being greater than 7500, and location being Los Angeles, including name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Warehouse"", filters={""status"": ""Approved"", ""capacity"": ["">"", 7500], ""location"": ""Los Angeles""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"List Sales Invoice records in which department being Finance, status being Active, from_date being on or after 2023-01-01, and to_date being on or before 2023-12-31, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""Finance"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Can you provide details of a full lbeingt of Role documents.,"frappe.get_all(""Role"")"
"Show details of Customer records with status being Paid and customer_name being greater than 5000, containing leave_type, supplier_name, and customer_name, ordered by creation in descending order.","frappe.get_all(""Customer"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""leave_type"", ""supplier_name"", ""customer_name""], order_by=""creation desc"")"
Can you provide a lhavingt of all Subscription records?,"frappe.get_all(""Subscription"")"
Give me all Supplier details available.,"frappe.get_all(""Supplier"")"
"Fetch Delivery Note records which include status with status Paid and company with status greater than 5000, accompanied by task_status, customer_name, and company, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""task_status"", ""customer_name"", ""company""], order_by=""creation desc"")"
"Find and Display Opportunity records with status marked as Paid and task_status marked as greater than 5000, with details of amount, status, and task_status, ordered by creation in descending order.","frappe.get_all(""Opportunity"", filters={""status"": ""Paid"", ""task_status"": ["">"", 5000]}, fields=[""amount"", ""status"", ""task_status""], order_by=""creation desc"")"
Bring up Quality Inspection records whose expense_amount having value_169.,"frappe.get_all(""Quality Inspection"", filters={""expense_amount"": ""value_169""})"
Provide a full dataset of Warehouse records.,"frappe.get_all(""Warehouse"")"
"Help me find Employee records with status marked as Active and grand_total marked as greater than 20000, with details of name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Active"", ""grand_total"": ["">"", 20000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
Display the entire Payment Entry dataset stored.,"frappe.get_all(""Payment Entry"")"
Can you provide a detailed List of all Leave Application documents?,"frappe.get_all(""Leave Application"")"
Can you provide details of the complete List of Payment Entry entries.,"frappe.get_all(""Payment Entry"")"
Show details of Project records that have the customer_name marked as value_261.,"frappe.get_all(""Project"", filters={""customer_name"": ""value_261""})"
List out all available Pricing Rule records.,"frappe.get_all(""Pricing Rule"")"
"Show details of Task records with status having Paid and order_date having greater than 5000, along with expense_amount, name, and order_date, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""expense_amount"", ""name"", ""order_date""], order_by=""creation desc"")"
"Summarize information about Delivery Note records with status marked as Paid and company marked as greater than 5000, including task_status, currency, and company, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""task_status"", ""currency"", ""company""], order_by=""creation desc"")"
"List Purchase Order records with status marked as Approved and grand_total marked as greater than 10000, including name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Approved"", ""grand_total"": ["">"", 10000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
List every Quality Inspection document without filters.,"frappe.get_all(""Quality Inspection"")"
Pull up details for the complete List of Attendance entries.,"frappe.get_all(""Attendance"")"
"Show details of Loan records that have the status with status Paid and payment_status with status greater than 5000, with details of currency, task_status, and payment_status, ordered by creation in descending order.","frappe.get_all(""Loan"", filters={""status"": ""Paid"", ""payment_status"": ["">"", 5000]}, fields=[""currency"", ""task_status"", ""payment_status""], order_by=""creation desc"")"
"Find Leave Application records which include status marked as Paid and name marked as greater than 5000, accompanied by supplier_name, employee_name, and name, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""supplier_name"", ""employee_name"", ""name""], order_by=""creation desc"")"
Fetch and dhavingplay every Payment Entry document in the system.,"frappe.get_all(""Payment Entry"")"
"Uncover records of Leave Application records whose status marked as Completed and grand_total marked as greater than 5000, with details of name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Completed"", ""grand_total"": ["">"", 5000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
"Bring up the details of Employee records that have department being IT, status being Completed, from_date being on or after 2023-06-01, and to_date being on or before 2023-10-01, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Employee"", filters={""department"": ""IT"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Fetch every available Customer entry.,"frappe.get_all(""Customer"")"
Locate and display every Customer document.,"frappe.get_all(""Customer"")"
I need to see Loan records whose vehicle_type marked as value_236.,"frappe.get_all(""Loan"", filters={""vehicle_type"": ""value_236""})"
"Get me Subscription records with status being Paid and quantity being greater than 5000, along with customer_name, expense_amount, and quantity, ordered by creation in descending order.","frappe.get_all(""Subscription"", filters={""status"": ""Paid"", ""quantity"": ["">"", 5000]}, fields=[""customer_name"", ""expense_amount"", ""quantity""], order_by=""creation desc"")"
"Fetch Warehouse records that have the status marked as Active, along with vehicle_type and name.","frappe.get_all(""Warehouse"", filters={""status"": ""Active""}, fields=[""vehicle_type"", ""name""])"
"Show details of Pricing Rule records which include status with status Active, with details of inspection_result and payment_status.","frappe.get_all(""Pricing Rule"", filters={""status"": ""Active""}, fields=[""inspection_result"", ""payment_status""])"
"Bring up Opportunity records with status marked as Paid and name marked as greater than 5000, including stock_uom, status, and name, ordered by creation in descending order.","frappe.get_all(""Opportunity"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""stock_uom"", ""status"", ""name""], order_by=""creation desc"")"
"Show details of Opportunity records that have status being Paid and payment_status being greater than 5000, including vehicle_type, currency, and payment_status, ordered by creation in descending order.","frappe.get_all(""Opportunity"", filters={""status"": ""Paid"", ""payment_status"": ["">"", 5000]}, fields=[""vehicle_type"", ""currency"", ""payment_status""], order_by=""creation desc"")"
"List User records that have status being Paid and project_name being greater than 5000, containing company, journal_entry_type, and project_name, ordered by creation in descending order.","frappe.get_all(""User"", filters={""status"": ""Paid"", ""project_name"": ["">"", 5000]}, fields=[""company"", ""journal_entry_type"", ""project_name""], order_by=""creation desc"")"
"Show details of Supplier records that have status with status Paid and quantity with status greater than 5000, accompanied by supplier_name, invoice_date, and quantity, ordered by creation in descending order.","frappe.get_all(""Supplier"", filters={""status"": ""Paid"", ""quantity"": ["">"", 5000]}, fields=[""supplier_name"", ""invoice_date"", ""quantity""], order_by=""creation desc"")"
"Show details of Employee records that have the status marked as Active, along with supplier_name and quantity.","frappe.get_all(""Employee"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""quantity""])"
"List Quality Inspection records in which status marked as Paid and inspection_result marked as greater than 5000, along with pricing_rule_type, supplier_name, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""supplier_name"", ""inspection_result""], order_by=""creation desc"")"
"Fetch Leave Application records in which status with status Approved, capacity with status greater than 5000, and location with status Chicago, containing name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Approved"", ""capacity"": ["">"", 5000], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Pull up Journal Entry records which include employee_name marked as value_222.,"frappe.get_all(""Journal Entry"", filters={""employee_name"": ""value_222""})"
"Find Leave Application records in which department marked as Sales, status marked as Approved, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2023-12-31, including employee_name, leave_type, and status, ordered by from_date ascending.","frappe.get_all(""Leave Application"", filters={""department"": ""Sales"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Display the entire collection of Contract entries.,"frappe.get_all(""Contract"")"
"I need to see Pricing Rule records whose status marked as Paid and invoice_date marked as greater than 5000, with details of inspection_result, payment_status, and invoice_date, ordered by creation in descending order.","frappe.get_all(""Pricing Rule"", filters={""status"": ""Paid"", ""invoice_date"": ["">"", 5000]}, fields=[""inspection_result"", ""payment_status"", ""invoice_date""], order_by=""creation desc"")"
"Look up Contract records whose status marked as Active, with details of expense_amount and journal_entry_type.","frappe.get_all(""Contract"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""journal_entry_type""])"
"List Purchase Order records that have the status with status Active, total with status greater than 10000, and supplier with status Global Supplies, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active"", ""total"": ["">"", 10000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Pull up Role records that have status marked as Paid and order_date marked as greater than 5000, including journal_entry_type, currency, and order_date, ordered by creation in descending order.","frappe.get_all(""Role"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""journal_entry_type"", ""currency"", ""order_date""], order_by=""creation desc"")"
"Find and Display Sales Invoice records with department marked as HR, status marked as Paid, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2024-06-30, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""HR"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Find Leave Application records that have department being Sales, status being Completed, from_date being on or after 2023-06-01, and to_date being on or before 2023-12-31, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""Sales"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Locate and display all Employee data stored in the database.,"frappe.get_all(""Employee"")"
"Pull up Purchase Order records with status marked as Paid, capacity marked as greater than 7500, and location marked as San Francmarked asco, with details of name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""capacity"": ["">"", 7500], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Bring up Quality Inspection records with status having Paid and vehicle_type having greater than 5000, with details of order_date, quantity, and vehicle_type, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""vehicle_type"": ["">"", 5000]}, fields=[""order_date"", ""quantity"", ""vehicle_type""], order_by=""creation desc"")"
Locate and display Journal Entry records whose expense_amount with status value_101.,"frappe.get_all(""Journal Entry"", filters={""expense_amount"": ""value_101""})"
"Pull up details for Project records that have the status being Active, including payment_status and pricing_rule_type.","frappe.get_all(""Project"", filters={""status"": ""Active""}, fields=[""payment_status"", ""pricing_rule_type""])"
"Find and dwith statusplay Subscription records in which status with status Active, with details of leave_type and amount.","frappe.get_all(""Subscription"", filters={""status"": ""Active""}, fields=[""leave_type"", ""amount""])"
"Get me Stock Entry records that have the status being Paid and journal_entry_type being greater than 5000, including order_date, quantity, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Stock Entry"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""order_date"", ""quantity"", ""journal_entry_type""], order_by=""creation desc"")"
"Get me Lead records in which status being Active, accompanied by company and order_date.","frappe.get_all(""Lead"", filters={""status"": ""Active""}, fields=[""company"", ""order_date""])"
Bring up Payment Entry records in which invoice_date having value_379.,"frappe.get_all(""Payment Entry"", filters={""invoice_date"": ""value_379""})"
Show all stored Expense Claim records.,"frappe.get_all(""Expense Claim"")"
"Show details of Driver records which include status being Paid and invoice_date being greater than 5000, with details of journal_entry_type, employee_name, and invoice_date, ordered by creation in descending order.","frappe.get_all(""Driver"", filters={""status"": ""Paid"", ""invoice_date"": ["">"", 5000]}, fields=[""journal_entry_type"", ""employee_name"", ""invoice_date""], order_by=""creation desc"")"
"Get me Employee records that have status being Paid, total being greater than 20000, and supplier being Global Supplies, accompanied by name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""total"": ["">"", 20000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Provide Warehouse records in which name being value_565.,"frappe.get_all(""Warehouse"", filters={""name"": ""value_565""})"
Display Opportunity records which include leave_type having value_275.,"frappe.get_all(""Opportunity"", filters={""leave_type"": ""value_275""})"
"Display Leave Application records that have department marked as Sales, status marked as Paid, from_date marked as on or after 2023-09-01, and to_date marked as on or before 2023-10-01, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""Sales"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Show details of Sales Invoice records with status marked as Active, total marked as greater than 10000, and supplier marked as Tech Innovations, including name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active"", ""total"": ["">"", 10000], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Look up records related to every Leave Application document.,"frappe.get_all(""Leave Application"")"
Pull up Timesheet records that have the task_status marked as value_375.,"frappe.get_all(""Timesheet"", filters={""task_status"": ""value_375""})"
Show all stored Project records in the database.,"frappe.get_all(""Project"")"
"Find Subscription records in which status marked as Paid and employee_name marked as greater than 5000, with details of status, company, and employee_name, ordered by creation in descending order.","frappe.get_all(""Subscription"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""status"", ""company"", ""employee_name""], order_by=""creation desc"")"
"Fetch Pricing Rule records that have status being Active, along with expense_amount and currency.","frappe.get_all(""Pricing Rule"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""currency""])"
"Provide Loan records with status marked as Active, including invoice_date and name.","frappe.get_all(""Loan"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""name""])"
Can you provide a List of all Leave Application records?,"frappe.get_all(""Leave Application"")"
"Show details of Contract records whose status marked as Paid and company marked as greater than 5000, containing stock_uom, employee_name, and company, ordered by creation in descending order.","frappe.get_all(""Contract"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""stock_uom"", ""employee_name"", ""company""], order_by=""creation desc"")"
Can you show me Contract records whose quantity marked as value_281.,"frappe.get_all(""Contract"", filters={""quantity"": ""value_281""})"
Can I see all Delivery Note records stored in the database?,"frappe.get_all(""Delivery Note"")"
"Look up Stock Entry records which include status having Active, accompanied by expense_amount and journal_entry_type.","frappe.get_all(""Stock Entry"", filters={""status"": ""Active""}, fields=[""expense_amount"", ""journal_entry_type""])"
"Find Item records with status having Active, including customer_name and currency.","frappe.get_all(""Item"", filters={""status"": ""Active""}, fields=[""customer_name"", ""currency""])"
"Present the stored details of Leave Application records that have status with status Completed, department with status IT, and date_of_joining with status after 2022-01-01, including name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Completed"", ""department"": ""IT"", ""date_of_joining"": ["">"", ""2022-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Bring up the details of existinging Attendance data in the database.,"frappe.get_all(""Attendance"")"
"Provide Sales Invoice records whose status having Active, containing currency and invoice_date.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active""}, fields=[""currency"", ""invoice_date""])"
Can you show me Employee records that have the name being value_250.,"frappe.get_all(""Employee"", filters={""name"": ""value_250""})"
Highlight key details from the full List of Stock Entry documents.,"frappe.get_all(""Stock Entry"")"
"Look up Supplier records in which status being Paid and inspection_result being greater than 5000, along with supplier_name, name, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Supplier"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""supplier_name"", ""name"", ""inspection_result""], order_by=""creation desc"")"
"Help me find Asset records in which status with status Paid and amount with status greater than 5000, along with task_status, vehicle_type, and amount, ordered by creation in descending order.","frappe.get_all(""Asset"", filters={""status"": ""Paid"", ""amount"": ["">"", 5000]}, fields=[""task_status"", ""vehicle_type"", ""amount""], order_by=""creation desc"")"
Pull up all Quotation records from the database.,"frappe.get_all(""Quotation"")"
I need to see Opportunity records that have status marked as value_348.,"frappe.get_all(""Opportunity"", filters={""status"": ""value_348""})"
Pull up details for all Purchase Order documents.,"frappe.get_all(""Purchase Order"")"
Display a complete set of Loan documents.,"frappe.get_all(""Loan"")"
Help me find Stock Entry records with journal_entry_type marked as value_502.,"frappe.get_all(""Stock Entry"", filters={""journal_entry_type"": ""value_502""})"
Find Stock Entry records that have amount with status value_359.,"frappe.get_all(""Stock Entry"", filters={""amount"": ""value_359""})"
"Pull up Role records which include status marked as Active, containing inspection_result and employee_name.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""inspection_result"", ""employee_name""])"
"Bring up Quality Inspection records with status marked as Active, with details of currency and customer_name.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Active""}, fields=[""currency"", ""customer_name""])"
Pull up details for Driver records stored in the database.,"frappe.get_all(""Driver"")"
Look up Supplier records that have the currency marked as value_258.,"frappe.get_all(""Supplier"", filters={""currency"": ""value_258""})"
"Bring up Quotation records that have the status marked as Paid and inspection_result marked as greater than 5000, along with project_name, employee_name, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Quotation"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""project_name"", ""employee_name"", ""inspection_result""], order_by=""creation desc"")"
Display all Role documents currently stored.,"frappe.get_all(""Role"")"
"Display Delivery Note records in which status marked as Paid and payment_status marked as greater than 5000, with details of company, name, and payment_status, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""payment_status"": ["">"", 5000]}, fields=[""company"", ""name"", ""payment_status""], order_by=""creation desc"")"
Bring up Payment Entry records that have the company with status value_340.,"frappe.get_all(""Payment Entry"", filters={""company"": ""value_340""})"
"Can you show me Subscription records that have status marked as Paid and name marked as greater than 5000, including stock_uom, employee_name, and name, ordered by creation in descending order.","frappe.get_all(""Subscription"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""stock_uom"", ""employee_name"", ""name""], order_by=""creation desc"")"
List every Item document currently available.,"frappe.get_all(""Item"")"
"Bring up Vehicle records with status marked as Paid and customer_name marked as greater than 5000, with details of quantity, company, and customer_name, ordered by creation in descending order.","frappe.get_all(""Vehicle"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""quantity"", ""company"", ""customer_name""], order_by=""creation desc"")"
Fetch every available Pricing Rule entry.,"frappe.get_all(""Pricing Rule"")"
