Corrected Customer Question,Corrected Frappe Query
"Show details of Accounting Ledger records that have department with status HR, status with status Completed, from_date with status on or after 2023-06-01, and to_date with status on or before 2023-12-31, along with employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Accounting Ledger"", filters={""department"": ""HR"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Find and Display Leave Application records which include status marked as Paid and order_date marked as greater than 5000, including pricing_rule_type, company, and order_date, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""company"", ""order_date""], order_by=""creation desc"")"
Highlight key details from every Budget Allocation record stored in the system.,"frappe.get_all(""Budget Allocation"")"
"Pull up Sales Contract Agreement records that have the department marked as Finance, status marked as Active, from_date marked as on or after 2023-09-01, and to_date marked as on or before 2023-10-01, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""Finance"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
I need to see Purchase Helpdesk Ticket records in which invoice_date marked as value_178.,"frappe.get_all(""Purchase Order"", filters={""invoice_date"": ""value_178""})"
List out all available Delivery Inventory Meeting Minutes records.,"frappe.get_all(""Delivery Note"")"
"Help me find Accounting Ledger records that have status marked as Completed, capacity marked as greater than 7500, and location marked as Chicago, with details of name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Accounting Ledger"", filters={""status"": ""Completed"", ""capacity"": ["">"", 7500], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Display a complete set of Customer Profit & Loss Statement documents.,"frappe.get_all(""Customer Feedback"")"
Find Quality Inspection records whose status marked as value_128.,"frappe.get_all(""Quality Inspection"", filters={""status"": ""value_128""})"
Get me Delivery Inventory Meeting Minutes records whose stock_uom marked as value_146.,"frappe.get_all(""Delivery Note"", filters={""stock_uom"": ""value_146""})"
"Help me find Leave Application records which include status being Active, along with pricing_rule_type and vehicle_type.","frappe.get_all(""Leave Application"", filters={""status"": ""Active""}, fields=[""pricing_rule_type"", ""vehicle_type""])"
I need to see Email Subscription Booking records which include order_date being value_438.,"frappe.get_all(""Appointment Booking"", filters={""order_date"": ""value_438""})"
List every available Expense Claim document from the database.,"frappe.get_all(""Expense Claim"")"
"Can you show me Leave Application records in which status marked as Active, along with payment_status and expense_amount.","frappe.get_all(""Leave Application"", filters={""status"": ""Active""}, fields=[""payment_status"", ""expense_amount""])"
"Fetch Bank Account records in which status having Paid and stock_uom having greater than 5000, accompanied by order_date, vehicle_type, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Bank Account"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""order_date"", ""vehicle_type"", ""stock_uom""], order_by=""creation desc"")"
"Look up Advance Payment Entry records that have the status marked as Paid and invoice_date marked as greater than 5000, including pricing_rule_type, journal_entry_type, and invoice_date, ordered by creation in descending order.","frappe.get_all(""Advance Payment Entry"", filters={""status"": ""Paid"", ""invoice_date"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""journal_entry_type"", ""invoice_date""], order_by=""creation desc"")"
"Provide Accounting Ledger records which include status having Approved, department having Finance, and date_of_joining having after 2023-01-01, accompanied by name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Accounting Ledger"", filters={""status"": ""Approved"", ""department"": ""Finance"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Can you fetch every Accounting Ledger document?,"frappe.get_all(""Accounting Ledger"")"
Fetch the full collection of Payment Entry records.,"frappe.get_all(""Payment Entry"")"
"Provide Department Structure records in which status marked as Paid and inspection_result marked as greater than 5000, containing pricing_rule_type, vehicle_type, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Department Structure"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""vehicle_type"", ""inspection_result""], order_by=""creation desc"")"
"Show details of Customer Profit & Loss Statement records which include status marked as Paid and leave_type marked as greater than 5000, containing payment_status, invoice_date, and leave_type, ordered by creation in descending order.","frappe.get_all(""Customer Feedback"", filters={""status"": ""Paid"", ""leave_type"": ["">"", 5000]}, fields=[""payment_status"", ""invoice_date"", ""leave_type""], order_by=""creation desc"")"
Dwith statusplay Sales Contract Agreement records that have the employee_name with status value_191.,"frappe.get_all(""Sales Invoice"", filters={""employee_name"": ""value_191""})"
"Give me Accounting Ledger records in which status having Paid and order_date having greater than 5000, along with stock_uom, currency, and order_date, ordered by creation in descending order.","frappe.get_all(""Accounting Ledger"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""stock_uom"", ""currency"", ""order_date""], order_by=""creation desc"")"
"Help me find Compliance Certificate records which include status marked as Paid and supplier_name marked as greater than 5000, accompanied by amount, pricing_rule_type, and supplier_name, ordered by creation in descending order.","frappe.get_all(""Compliance Certificate"", filters={""status"": ""Paid"", ""supplier_name"": ["">"", 5000]}, fields=[""amount"", ""pricing_rule_type"", ""supplier_name""], order_by=""creation desc"")"
Show all stored Advance Payment Entry records in the database.,"frappe.get_all(""Advance Payment Entry"")"
"List Cost Center records whose status having Active, containing quantity and invoice_date.","frappe.get_all(""Cost Center"", filters={""status"": ""Active""}, fields=[""quantity"", ""invoice_date""])"
Look up Accounting Ledger records in which vehicle_type marked as value_194.,"frappe.get_all(""Accounting Ledger"", filters={""vehicle_type"": ""value_194""})"
"Find and dhavingplay Cash Flow Statement Depreciation records which include department having Finance, status having Approved, from_date having on or after 2023-09-01, and to_date having on or before 2024-06-30, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Asset Depreciation"", filters={""department"": ""Finance"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Summarize information about Journal Entry records whose status marked as Paid and currency marked as greater than 5000, containing order_date, task_status, and currency, ordered by creation in descending order.","frappe.get_all(""Journal Entry"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""order_date"", ""task_status"", ""currency""], order_by=""creation desc"")"
"Showcase data for Payment Entry records that have the status with status Active, with details of currency and project_name.","frappe.get_all(""Payment Entry"", filters={""status"": ""Active""}, fields=[""currency"", ""project_name""])"
"Find and Display Cash Flow Statement Depreciation records that have the status marked as Active, capacity marked as greater than 7500, and location marked as Chicago, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Asset Depreciation"", filters={""status"": ""Active"", ""capacity"": ["">"", 7500], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Pull up Cash Flow Statement Depreciation records that have the status marked as Active, total marked as greater than 5000, and supplier marked as Global Supplies, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Asset Depreciation"", filters={""status"": ""Active"", ""total"": ["">"", 5000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Provide a comprehensive List of all Delivery Inventory Meeting Minutes entries.,"frappe.get_all(""Delivery Note"")"
"Look up Cost Center records whose status marked as Active, including employee_name and quantity.","frappe.get_all(""Cost Center"", filters={""status"": ""Active""}, fields=[""employee_name"", ""quantity""])"
"Bring up Purchase Helpdesk Ticket records in which status marked as Completed, department marked as Sales, and date_of_joining marked as after 2023-06-15, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Completed"", ""department"": ""Sales"", ""date_of_joining"": ["">"", ""2023-06-15""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Pull up Cash Flow Statement Depreciation records whose department with status HR, status with status Completed, from_date with status on or after 2023-01-01, and to_date with status on or before 2023-10-01, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Asset Depreciation"", filters={""department"": ""HR"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"List Cash Flow Statement Depreciation records that have department marked as HR, status marked as Active, from_date marked as on or after 2023-09-01, and to_date marked as on or before 2023-12-31, accompanied by employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Asset Depreciation"", filters={""department"": ""HR"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"I need to see Event Attendance Directory records in which status marked as Paid and project_name marked as greater than 5000, containing expense_amount, task_status, and project_name, ordered by creation in descending order.","frappe.get_all(""Address Directory"", filters={""status"": ""Paid"", ""project_name"": ["">"", 5000]}, fields=[""expense_amount"", ""task_status"", ""project_name""], order_by=""creation desc"")"
Show details of Bonus Calculation records in which task_status marked as value_512.,"frappe.get_all(""Bonus Calculation"", filters={""task_status"": ""value_512""})"
"Display Purchase Helpdesk Ticket records in which status being Paid and inspection_result being greater than 5000, including order_date, task_status, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""order_date"", ""task_status"", ""inspection_result""], order_by=""creation desc"")"
Look up records related to exmarked asting Stock Entry data in the database.,"frappe.get_all(""Stock Entry"")"
"Find and Display Customer Profit & Loss Statement records that have status marked as Active, with details of vehicle_type and name.","frappe.get_all(""Customer Feedback"", filters={""status"": ""Active""}, fields=[""vehicle_type"", ""name""])"
List every Stock Entry document currently available.,"frappe.get_all(""Stock Entry"")"
"Find and Display Budget Allocation records with status marked as Paid and currency marked as greater than 5000, along with employee_name, quantity, and currency, ordered by creation in descending order.","frappe.get_all(""Budget Allocation"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""employee_name"", ""quantity"", ""currency""], order_by=""creation desc"")"
Can you fetch a full List of Journal Entry records?,"frappe.get_all(""Journal Entry"")"
"Look up records related to Budget Allocation records that have status having Active, along with invoice_date and company.","frappe.get_all(""Budget Allocation"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""company""])"
"Fetch Sales Contract Agreement records that have status marked as Paid, capacity marked as greater than 7500, and location marked as New York, including name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""capacity"": ["">"", 7500], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Bring up Event Attendance Directory records which include status marked as Paid and status marked as greater than 5000, along with task_status, payment_status, and status, ordered by creation in descending order.","frappe.get_all(""Address Directory"", filters={""status"": ""Paid"", ""status"": ["">"", 5000]}, fields=[""task_status"", ""payment_status"", ""status""], order_by=""creation desc"")"
"Find Billing Plan records whose status with status Active, including leave_type and supplier_name.","frappe.get_all(""Billing Plan"", filters={""status"": ""Active""}, fields=[""leave_type"", ""supplier_name""])"
"Display Delivery Inventory Meeting Minutes records that have status being Active, including amount and leave_type.","frappe.get_all(""Delivery Note"", filters={""status"": ""Active""}, fields=[""amount"", ""leave_type""])"
Provide a comprehensive List of all Quality Inspection entries.,"frappe.get_all(""Quality Inspection"")"
"Find and Display Accounting Ledger records with status marked as Approved, department marked as IT, and date_of_joining marked as after 2024-01-01, accompanied by name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Accounting Ledger"", filters={""status"": ""Approved"", ""department"": ""IT"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Fetch all Stock Entry documents from the database.,"frappe.get_all(""Stock Entry"")"
"Fetch Sales Contract Agreement records that have the status marked as Active, capacity marked as greater than 5000, and location marked as Chicago, with details of name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active"", ""capacity"": ["">"", 5000], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Fetch every available Accounting Ledger entry.,"frappe.get_all(""Accounting Ledger"")"
Fetch Payment Entry records which include project_name marked as value_394.,"frappe.get_all(""Payment Entry"", filters={""project_name"": ""value_394""})"
Can you provide a lbeingt of all Cash Flow Statement records?,"frappe.get_all(""Cash Flow Statement"")"
Uncover records of Accounting Ledger records stored in the database.,"frappe.get_all(""Accounting Ledger"")"
"Provide Expense Claim records which include status marked as Paid and pricing_rule_type marked as greater than 5000, with details of customer_name, invoice_date, and pricing_rule_type, ordered by creation in descending order.","frappe.get_all(""Expense Claim"", filters={""status"": ""Paid"", ""pricing_rule_type"": ["">"", 5000]}, fields=[""customer_name"", ""invoice_date"", ""pricing_rule_type""], order_by=""creation desc"")"
"Fetch Accounting Ledger records that have department having Sales, status having Active, from_date having on or after 2023-01-01, and to_date having on or before 2023-10-01, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Accounting Ledger"", filters={""department"": ""Sales"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Bring up Accounting Ledger records in which status with status Active, total with status greater than 20000, and supplier with status XYZ Corp, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Accounting Ledger"", filters={""status"": ""Active"", ""total"": ["">"", 20000], ""supplier"": ""XYZ Corp""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Fetch records for Purchase Helpdesk Ticket records that have the status marked as Active, with details of leave_type and expense_amount.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active""}, fields=[""leave_type"", ""expense_amount""])"
"Bring up the details of IT Service Request Analytics records with status marked as Active, containing inspection_result and payment_status.","frappe.get_all(""Campaign Analytics"", filters={""status"": ""Active""}, fields=[""inspection_result"", ""payment_status""])"
"I need to see IT Service Request Analytics records whose status marked as Active, containing supplier_name and order_date.","frappe.get_all(""Campaign Analytics"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""order_date""])"
Display the entire Credit Inventory Meeting Minutes dataset stored.,"frappe.get_all(""Credit Note"")"
"Can you show me Cash Flow Statement Depreciation records with status marked as Approved, capacity marked as greater than 5000, and location marked as San Francmarked asco, accompanied by name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Asset Depreciation"", filters={""status"": ""Approved"", ""capacity"": ["">"", 5000], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"I need to see Cash Flow Statement Depreciation records which include status with status Paid, department with status Sales, and date_of_joining with status after 2024-01-01, containing name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Asset Depreciation"", filters={""status"": ""Paid"", ""department"": ""Sales"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Show details of Purchase Helpdesk Ticket records in which status having Active, containing currency and employee_name.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active""}, fields=[""currency"", ""employee_name""])"
"Provide Delivery Inventory Meeting Minutes records with status with status Active, along with employee_name and quantity.","frappe.get_all(""Delivery Note"", filters={""status"": ""Active""}, fields=[""employee_name"", ""quantity""])"
"Help me find Leave Application records that have status marked as Approved, department marked as Sales, and date_of_joining marked as after 2023-01-01, including name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Approved"", ""department"": ""Sales"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Look up records related to Cash Flow Statement records which include status marked as Paid and customer_name marked as greater than 5000, along with leave_type, supplier_name, and customer_name, ordered by creation in descending order.","frappe.get_all(""Cash Flow Statement"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""leave_type"", ""supplier_name"", ""customer_name""], order_by=""creation desc"")"
Fetch the complete lbeingt of Sales Contract Agreement entries.,"frappe.get_all(""Sales Invoice"")"
"Show details of Sales Contract Agreement records that have the status being Active, accompanied by invoice_date and project_name.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""project_name""])"
Find and display a full List of Accounting Ledger documents.,"frappe.get_all(""Accounting Ledger"")"
Fetch the complete lbeingt of Email Subscription Booking documents.,"frappe.get_all(""Appointment Booking"")"
Uncover records of Leave Application records in which currency marked as value_490.,"frappe.get_all(""Leave Application"", filters={""currency"": ""value_490""})"
"Look up Sales Contract Agreement records with department marked as IT, status marked as Approved, from_date marked as on or after 2023-06-01, and to_date marked as on or before 2023-12-31, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""IT"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Get me Purchase Helpdesk Ticket records.,"frappe.get_all(""Purchase Order"")"
"Look up Cash Flow Statement records that have the status with status Active, including supplier_name and quantity.","frappe.get_all(""Cash Flow Statement"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""quantity""])"
"Bring up the details of Budget Allocation records whose status marked as Paid and task_status marked as greater than 5000, including leave_type, order_date, and task_status, ordered by creation in descending order.","frappe.get_all(""Budget Allocation"", filters={""status"": ""Paid"", ""task_status"": ["">"", 5000]}, fields=[""leave_type"", ""order_date"", ""task_status""], order_by=""creation desc"")"
Display Quality Inspection records whose journal_entry_type marked as value_509.,"frappe.get_all(""Quality Inspection"", filters={""journal_entry_type"": ""value_509""})"
"Fetch Event Attendance Directory records that have the status with status Active, containing journal_entry_type and vehicle_type.","frappe.get_all(""Address Directory"", filters={""status"": ""Active""}, fields=[""journal_entry_type"", ""vehicle_type""])"
"List IT Service Request Analytics records whose status marked as Active, including status and supplier_name.","frappe.get_all(""Campaign Analytics"", filters={""status"": ""Active""}, fields=[""status"", ""supplier_name""])"
"Pull up details for Delivery Inventory Meeting Minutes records that have status being Paid and vehicle_type being greater than 5000, containing payment_status, pricing_rule_type, and vehicle_type, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""vehicle_type"": ["">"", 5000]}, fields=[""payment_status"", ""pricing_rule_type"", ""vehicle_type""], order_by=""creation desc"")"
Fetch the complete lbeingt of Bank Account documents.,"frappe.get_all(""Bank Account"")"
"List Purchase Helpdesk Ticket records that have the status marked as Completed, total marked as greater than 10000, and supplier marked as XYZ Corp, along with name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Completed"", ""total"": ["">"", 10000], ""supplier"": ""XYZ Corp""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Show details of Cash Flow Statement records which include status having Paid and currency having greater than 5000, containing customer_name, invoice_date, and currency, ordered by creation in descending order.","frappe.get_all(""Cash Flow Statement"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""customer_name"", ""invoice_date"", ""currency""], order_by=""creation desc"")"
Display the entire collection of Payment Entry entries.,"frappe.get_all(""Payment Entry"")"
Can I see all Advance Payment Entry records stored in the database?,"frappe.get_all(""Advance Payment Entry"")"
"Find Credit Inventory Meeting Minutes records whose status marked as Paid and order_date marked as greater than 5000, containing project_name, journal_entry_type, and order_date, ordered by creation in descending order.","frappe.get_all(""Credit Note"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""project_name"", ""journal_entry_type"", ""order_date""], order_by=""creation desc"")"
"Fetch Pricing Rule records with status being Paid and journal_entry_type being greater than 5000, along with invoice_date, expense_amount, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Pricing Rule"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""invoice_date"", ""expense_amount"", ""journal_entry_type""], order_by=""creation desc"")"
Can I see all Compliance Certificate records stored in the database?,"frappe.get_all(""Compliance Certificate"")"
"Display Activity Log records with status marked as Paid and employee_name marked as greater than 5000, including payment_status, order_date, and employee_name, ordered by creation in descending order.","frappe.get_all(""Activity Log"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""payment_status"", ""order_date"", ""employee_name""], order_by=""creation desc"")"
Fetch all Stock Entry entries with details.,"frappe.get_all(""Stock Entry"")"
Provide all Event Attendance Directory entries currently available.,"frappe.get_all(""Address Directory"")"
"Fetch Purchase Helpdesk Ticket records with status marked as Approved, capacity marked as greater than 5000, and location marked as New York, including name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Approved"", ""capacity"": ["">"", 5000], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Bring up Sales Contract Agreement records that have quantity marked as value_264.,"frappe.get_all(""Sales Invoice"", filters={""quantity"": ""value_264""})"
"Get me Email Subscription Booking records in which status marked as Active, including payment_status and order_date.","frappe.get_all(""Appointment Booking"", filters={""status"": ""Active""}, fields=[""payment_status"", ""order_date""])"
Fetch the complete List of Cash Flow Statement documents.,"frappe.get_all(""Cash Flow Statement"")"
"Provide Activity Log records whose status being Active, including project_name and status.","frappe.get_all(""Activity Log"", filters={""status"": ""Active""}, fields=[""project_name"", ""status""])"
"Get me Department Structure records with status marked as Paid and amount marked as greater than 5000, along with invoice_date, inspection_result, and amount, ordered by creation in descending order.","frappe.get_all(""Department Structure"", filters={""status"": ""Paid"", ""amount"": ["">"", 5000]}, fields=[""invoice_date"", ""inspection_result"", ""amount""], order_by=""creation desc"")"
"Showcase data for Chart of Accounts records that have the status marked as Paid and inspection_result marked as greater than 5000, along with quantity, journal_entry_type, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Chart of Accounts"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""quantity"", ""journal_entry_type"", ""inspection_result""], order_by=""creation desc"")"
"Look up Leave Application records that have the department being HR, status being Completed, from_date being on or after 2023-06-01, and to_date being on or before 2023-10-01, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""HR"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Get me Cash Flow Statement Depreciation records whose department marked as HR, status marked as Active, from_date marked as on or after 2023-06-01, and to_date marked as on or before 2024-06-30, including employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Asset Depreciation"", filters={""department"": ""HR"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Display Sales Contract Agreement records that have the status marked as Approved and grand_total marked as greater than 5000, accompanied by name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Approved"", ""grand_total"": ["">"", 5000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
Pull up all Budget Allocation records from the database.,"frappe.get_all(""Budget Allocation"")"
"Help me find Cash Flow Statement Depreciation records which include status having Paid, department having HR, and date_of_joining having after 2023-06-15, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Asset Depreciation"", filters={""status"": ""Paid"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2023-06-15""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Show details of Delivery Inventory Meeting Minutes records in which status marked as Paid and expense_amount marked as greater than 5000, with details of task_status, company, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""task_status"", ""company"", ""expense_amount""], order_by=""creation desc"")"
"Give me Cash Flow Statement Depreciation records with status marked as Active, along with leave_type and status.","frappe.get_all(""Asset Depreciation"", filters={""status"": ""Active""}, fields=[""leave_type"", ""status""])"
"Bring up Leave Application records in which status having Active, including invoice_date and quantity.","frappe.get_all(""Leave Application"", filters={""status"": ""Active""}, fields=[""invoice_date"", ""quantity""])"
Can you show me Billing Plan records that have the stock_uom with status value_346.,"frappe.get_all(""Billing Plan"", filters={""stock_uom"": ""value_346""})"
"Display Credit Inventory Meeting Minutes records with status marked as Paid and name marked as greater than 5000, containing company, status, and name, ordered by creation in descending order.","frappe.get_all(""Credit Note"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""company"", ""status"", ""name""], order_by=""creation desc"")"
"Display Delivery Inventory Meeting Minutes records which include status marked as Paid and status marked as greater than 5000, containing currency, supplier_name, and status, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""status"": ["">"", 5000]}, fields=[""currency"", ""supplier_name"", ""status""], order_by=""creation desc"")"
Fetch and dwith statusplay all stored Department Structure entries.,"frappe.get_all(""Department Structure"")"
"Show details of Email Subscription Booking records which include status being Active, including task_status and stock_uom.","frappe.get_all(""Appointment Booking"", filters={""status"": ""Active""}, fields=[""task_status"", ""stock_uom""])"
"Get me Quality Inspection records whose status with status Paid and invoice_date with status greater than 5000, along with project_name, currency, and invoice_date, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""invoice_date"": ["">"", 5000]}, fields=[""project_name"", ""currency"", ""invoice_date""], order_by=""creation desc"")"
Provide Credit Inventory Meeting Minutes records which include inspection_result being value_292.,"frappe.get_all(""Credit Note"", filters={""inspection_result"": ""value_292""})"
"Pull up Leave Application records whose status marked as Paid and inspection_result marked as greater than 5000, including leave_type, journal_entry_type, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""leave_type"", ""journal_entry_type"", ""inspection_result""], order_by=""creation desc"")"
"Fetch Journal Entry records with status marked as Paid and quantity marked as greater than 5000, with details of inspection_result, payment_status, and quantity, ordered by creation in descending order.","frappe.get_all(""Journal Entry"", filters={""status"": ""Paid"", ""quantity"": ["">"", 5000]}, fields=[""inspection_result"", ""payment_status"", ""quantity""], order_by=""creation desc"")"
"Get me Activity Log records with status marked as Active, accompanied by status and amount.","frappe.get_all(""Activity Log"", filters={""status"": ""Active""}, fields=[""status"", ""amount""])"
"Display Accounting Ledger records whose status marked as Active, including task_status and payment_status.","frappe.get_all(""Accounting Ledger"", filters={""status"": ""Active""}, fields=[""task_status"", ""payment_status""])"
Display the complete List of Pricing Rule records.,"frappe.get_all(""Pricing Rule"")"
"Pull up Expense Claim records that have the status marked as Paid and employee_name marked as greater than 5000, along with stock_uom, status, and employee_name, ordered by creation in descending order.","frappe.get_all(""Expense Claim"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""stock_uom"", ""status"", ""employee_name""], order_by=""creation desc"")"
"Provide Quality Inspection records which include status marked as Active, accompanied by supplier_name and expense_amount.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""expense_amount""])"
