Unnamed: 0,Corrected Customer Question,Corrected Frappe Query
611,"For Campaign with doc_name 045, what is the parent document?","frappe.get_doc(""Campaign"", ""ID-045"").get_parent()"
613,Can you provide the parent document for Loan with supp_024?,"frappe.get_doc(""Loan"", ""ID-024"").get_parent()"
614,Tell me the parent document of Supplier with 041X.,"frappe.get_doc(""Supplier"", ""ID-041"").get_parent()"
615,Can you find the parent document of Stock Ledger Entry having sto-049?,"frappe.get_doc(""Stock Ledger Entry"", ""ID-049"").get_parent()"
619,Could you tell me the parent document of Contact for prod521868?,"frappe.get_doc(""Contact"", ""ID-014"").get_parent()"
620,Can you provide the parent document for Stock Entry with stock entry_004?,"frappe.get_doc(""Stock Entry"", ""ID-004"").get_parent()"
621,Could you help me find the parent document linked to Fleet Management with supp_007?,"frappe.get_doc(""Fleet Management"", ""ID-007"").get_parent()"
624,What is the parent document for the Salary Slip with order_011?,"frappe.get_doc(""Salary Slip"", ""ID-011"").get_parent()"
625,Could you help me find the parent document linked to Purchase Invoice with doc_name 031?,"frappe.get_doc(""Purchase Invoice"", ""ID-031"").get_parent()"
628,Can you provide the parent document for Work Order with reference 011?,"frappe.get_doc(""Work Order"", ""ID-011"").get_parent()"
633,Can you find the parent document of Contract having ref-010?,"frappe.get_doc(""Contract"", ""ID-010"").get_parent()"
634,"For Asset with identifier 035, what is the parent document?","frappe.get_doc(""Asset"", ""ID-035"").get_parent()"
639,I need to know the parent document for Purchase Invoice identified by record 042.,"frappe.get_doc(""Purchase Invoice"", ""ID-042"").get_parent()"
642,Could you tell me the parent document of Loan for identifier 043?,"frappe.get_doc(""Loan"", ""ID-043"").get_parent()"
645,Can you provide the parent document for Subscription with sub-025?,"frappe.get_doc(""Subscription"", ""ID-025"").get_parent()"
646,What is the parent document for the Sales Order with record 045?,"frappe.get_doc(""Sales Order"", ""ID-045"").get_parent()"
648,"For Warehouse with ref 001, what is the parent document?","frappe.get_doc(""Warehouse"", ""ID-001"").get_parent()"
649,Can you find the parent document of Purchase Order having order541251?,"frappe.get_doc(""Purchase Order"", ""ID-027"").get_parent()"
650,"For Subscription with identifier 048, what is the parent document?","frappe.get_doc(""Subscription"", ""ID-048"").get_parent()"
651,"For Payment Entry with ref-034, what is the parent document?","frappe.get_doc(""Payment Entry"", ""ID-034"").get_parent()"
659,Could you tell me the parent document of Timesheet for reference 039?,"frappe.get_doc(""Timesheet"", ""ID-039"").get_parent()"
661,"For Subscription with name 021, what is the parent document?","frappe.get_doc(""Subscription"", ""ID-021"").get_parent()"
662,What is the parent document for the Pricing Rule with cust_035?,"frappe.get_doc(""Pricing Rule"", ""ID-035"").get_parent()"
666,Can you provide the parent document for Tax Rule with supp_025?,"frappe.get_doc(""Tax Rule"", ""ID-025"").get_parent()"
667,Can you provide the parent document for Loan with supp_010?,"frappe.get_doc(""Loan"", ""ID-010"").get_parent()"
670,"For Asset with asset_024, what is the parent document?","frappe.get_doc(""Asset"", ""ID-024"").get_parent()"
672,Tell me the parent document of Vital Signs with name 046.,"frappe.get_doc(""Vital Signs"", ""ID-046"").get_parent()"
673,I need to know the parent document for Invoice identified by hdyhfdje287.,"frappe.get_doc(""Invoice"", ""ID-004"").get_parent()"
674,Could you tell me the parent document of Invoice for name 003?,"frappe.get_doc(""Invoice"", ""ID-003"").get_parent()"
677,Tell me the parent document of Material Request with 042X.,"frappe.get_doc(""Material Request"", ""ID-042"").get_parent()"
680,Can you provide the parent document for Purchase Order with purchase order_016?,"frappe.get_doc(""Purchase Order"", ""ID-016"").get_parent()"
681,Can you provide the parent document for Meeting with order_024?,"frappe.get_doc(""Meeting"", ""ID-024"").get_parent()"
682,Could you tell me the parent document of Purchase Order for order_047?,"frappe.get_doc(""Purchase Order"", ""ID-047"").get_parent()"
686,Could you help me find the parent document linked to Invoice with id 021?,"frappe.get_doc(""Invoice"", ""ID-021"").get_parent()"
691,Could you help me find the parent document linked to Pricing Rule with hdyhfdje270?,"frappe.get_doc(""Pricing Rule"", ""ID-016"").get_parent()"
696,What is the parent document for the Stock Ledger Entry with ref-015?,"frappe.get_doc(""Stock Ledger Entry"", ""ID-015"").get_parent()"
697,Could you help me find the parent document linked to Invoice with order_038?,"frappe.get_doc(""Invoice"", ""ID-038"").get_parent()"
699,What is the parent document for the Meeting with record 024?,"frappe.get_doc(""Meeting"", ""ID-024"").get_parent()"
708,Could you help me find the parent document linked to Asset with hdyhfdje704?,"frappe.get_doc(""Asset"", ""ID-012"").get_parent()"
713,Tell me the parent document of Supplier with name 025.,"frappe.get_doc(""Supplier"", ""ID-025"").get_parent()"
714,I need to know the parent document for Contract identified by cust_035.,"frappe.get_doc(""Contract"", ""ID-035"").get_parent()"
716,"For Student with stu-029, what is the parent document?","frappe.get_doc(""Student"", ""ID-029"").get_parent()"
718,Could you tell me the parent document of Contact for name 047?,"frappe.get_doc(""Contact"", ""ID-047"").get_parent()"
721,Could you help me find the parent document linked to Material Request with mat-027?,"frappe.get_doc(""Material Request"", ""ID-027"").get_parent()"
724,What is the parent document for the Purchase Order with identifier 040?,"frappe.get_doc(""Purchase Order"", ""ID-040"").get_parent()"
725,Tell me the parent document of Salary Slip with id 044.,"frappe.get_doc(""Salary Slip"", ""ID-044"").get_parent()"
729,Tell me the parent document of Job Opening with order174631.,"frappe.get_doc(""Job Opening"", ""ID-027"").get_parent()"
730,Can you provide the parent document for Job Applicant with reference 035?,"frappe.get_doc(""Job Applicant"", ""ID-035"").get_parent()"
732,Can you find the parent document of Vital Signs having supp_028?,"frappe.get_doc(""Vital Signs"", ""ID-028"").get_parent()"
735,Could you tell me the parent document of Sales Order for ab7571?,"frappe.get_doc(""Sales Order"", ""ID-024"").get_parent()"
736,Could you help me find the parent document linked to Meeting with ab4233?,"frappe.get_doc(""Meeting"", ""ID-003"").get_parent()"
737,Can you find the parent document of E-commerce Order having supp_004?,"frappe.get_doc(""E-commerce Order"", ""ID-004"").get_parent()"
738,Could you tell me the parent document of Support Ticket for order_008?,"frappe.get_doc(""Support Ticket"", ""ID-008"").get_parent()"
739,"For Lead with kl5186, what is the parent document?","frappe.get_doc(""Lead"", ""ID-032"").get_parent()"
741,I need to know the parent document for Fleet Management identified by 039_ID.,"frappe.get_doc(""Fleet Management"", ""ID-039"").get_parent()"
743,"For Loan with ref-021, what is the parent document?","frappe.get_doc(""Loan"", ""ID-021"").get_parent()"
744,Tell me the parent document of Journal Entry with prod643482.,"frappe.get_doc(""Journal Entry"", ""ID-029"").get_parent()"
746,Could you help me find the parent document linked to Pricing Rule with doc_name 015?,"frappe.get_doc(""Pricing Rule"", ""ID-015"").get_parent()"
748,"For Pricing Rule with entry 006, what is the parent document?","frappe.get_doc(""Pricing Rule"", ""ID-006"").get_parent()"
749,What is the parent document for the Fleet Management with supp_037?,"frappe.get_doc(""Fleet Management"", ""ID-037"").get_parent()"
750,Can you provide the parent document for E-commerce Order with supp_005?,"frappe.get_doc(""E-commerce Order"", ""ID-005"").get_parent()"
751,Could you tell me the parent document of Material Request for supp_049?,"frappe.get_doc(""Material Request"", ""ID-049"").get_parent()"
754,I need to know the parent document for Contract identified by hdyhfdje668.,"frappe.get_doc(""Contract"", ""ID-042"").get_parent()"
756,"For Loan with reference 007, what is the parent document?","frappe.get_doc(""Loan"", ""ID-007"").get_parent()"
759,"For Student with ab2757, what is the parent document?","frappe.get_doc(""Student"", ""ID-033"").get_parent()"
760,I need to know the parent document for Milestone identified by entry 035.,"frappe.get_doc(""Milestone"", ""ID-035"").get_parent()"
762,"For Serial No with supp_003, what is the parent document?","frappe.get_doc(""Serial No"", ""ID-003"").get_parent()"
768,Could you help me find the parent document linked to Stock Ledger Entry with sto-024?,"frappe.get_doc(""Stock Ledger Entry"", ""ID-024"").get_parent()"
774,I need to know the parent document for Job Applicant identified by kl8669.,"frappe.get_doc(""Job Applicant"", ""ID-030"").get_parent()"
777,Tell me the parent document of Item with identifier 003.,"frappe.get_doc(""Item"", ""ID-003"").get_parent()"
778,Tell me the parent document of Invoice with order_037.,"frappe.get_doc(""Invoice"", ""ID-037"").get_parent()"
780,"For Subscription with hdyhfdje463, what is the parent document?","frappe.get_doc(""Subscription"", ""ID-038"").get_parent()"
781,I need to know the parent document for Payment Entry identified by ref-045.,"frappe.get_doc(""Payment Entry"", ""ID-045"").get_parent()"
786,I need to know the parent document for Invoice identified by identifier 042.,"frappe.get_doc(""Invoice"", ""ID-042"").get_parent()"
787,Tell me the parent document of Quotation with reference 001.,"frappe.get_doc(""Quotation"", ""ID-001"").get_parent()"
795,Can you find the parent document of Material Request having hdyhfdje392?,"frappe.get_doc(""Material Request"", ""ID-036"").get_parent()"
800,I need to know the parent document for Chart of Accounts identified by doc_035.,"frappe.get_doc(""Chart of Accounts"", ""ID-035"").get_parent()"
802,Could you help me find the parent document linked to Employee with doc_025?,"frappe.get_doc(""Employee"", ""ID-025"").get_parent()"
803,Can you find the parent document of Job Card having cust_013?,"frappe.get_doc(""Job Card"", ""ID-013"").get_parent()"
804,What is the parent document for the Job Opening with job-002?,"frappe.get_doc(""Job Opening"", ""ID-002"").get_parent()"
807,Can you find the parent document of Contract having order_045?,"frappe.get_doc(""Contract"", ""ID-045"").get_parent()"
809,What is the parent document for the E-commerce Order with e-c-012?,"frappe.get_doc(""E-commerce Order"", ""ID-012"").get_parent()"
811,Can you find the parent document of Journal Entry having order_031?,"frappe.get_doc(""Journal Entry"", ""ID-031"").get_parent()"
813,Can you provide the parent document for Payroll Entry with ref 018?,"frappe.get_doc(""Payroll Entry"", ""ID-018"").get_parent()"
815,Tell me the parent document of Audit Report with name 033.,"frappe.get_doc(""Audit Report"", ""ID-033"").get_parent()"
816,Tell me the parent document of Contact with 001_ID.,"frappe.get_doc(""Contact"", ""ID-001"").get_parent()"
820,Tell me the parent document of Appointment with name 043.,"frappe.get_doc(""Appointment"", ""ID-043"").get_parent()"
822,I need to know the parent document for Item identified by id 033.,"frappe.get_doc(""Item"", ""ID-033"").get_parent()"
823,Could you tell me the parent document of Chart of Accounts for record 039?,"frappe.get_doc(""Chart of Accounts"", ""ID-039"").get_parent()"
826,What is the parent document for the Lab Test with ref 001?,"frappe.get_doc(""Lab Test"", ""ID-001"").get_parent()"
828,Could you tell me the parent document of Job Card for order_016?,"frappe.get_doc(""Job Card"", ""ID-016"").get_parent()"
829,Tell me the parent document of Supplier with identifier 001.,"frappe.get_doc(""Supplier"", ""ID-001"").get_parent()"
831,"For Quotation with 028_ID, what is the parent document?","frappe.get_doc(""Quotation"", ""ID-028"").get_parent()"
834,Can you provide the parent document for Lab Test with 041X?,"frappe.get_doc(""Lab Test"", ""ID-041"").get_parent()"
835,What is the parent document for the Material Request with order_041?,"frappe.get_doc(""Material Request"", ""ID-041"").get_parent()"
837,Tell me the parent document of Chart of Accounts with cust_015.,"frappe.get_doc(""Chart of Accounts"", ""ID-015"").get_parent()"
838,Could you tell me the parent document of Patient for name 014?,"frappe.get_doc(""Patient"", ""ID-014"").get_parent()"
840,Can you find the parent document of E-commerce Order having e-commerce order_026?,"frappe.get_doc(""E-commerce Order"", ""ID-026"").get_parent()"
841,Can you provide the parent document for Loan with ref-036?,"frappe.get_doc(""Loan"", ""ID-036"").get_parent()"
842,"For Subscription with doc_name 001, what is the parent document?","frappe.get_doc(""Subscription"", ""ID-001"").get_parent()"
845,Could you tell me the parent document of Material Request for id 012?,"frappe.get_doc(""Material Request"", ""ID-012"").get_parent()"
846,Could you tell me the parent document of Asset for doc_name 019?,"frappe.get_doc(""Asset"", ""ID-019"").get_parent()"
850,I need to know the parent document for Supplier identified by record 039.,"frappe.get_doc(""Supplier"", ""ID-039"").get_parent()"
854,Tell me the parent document of Work Order with order_027.,"frappe.get_doc(""Work Order"", ""ID-027"").get_parent()"
864,Can you provide the parent document for Support Ticket with identifier 027?,"frappe.get_doc(""Support Ticket"", ""ID-027"").get_parent()"
866,Could you help me find the parent document linked to Pricing Rule with 033X?,"frappe.get_doc(""Pricing Rule"", ""ID-033"").get_parent()"
869,Can you find the parent document of Supplier having doc_name 012?,"frappe.get_doc(""Supplier"", ""ID-012"").get_parent()"
873,Could you help me find the parent document linked to Chart of Accounts with ref 024?,"frappe.get_doc(""Chart of Accounts"", ""ID-024"").get_parent()"
874,Could you tell me the parent document of Warehouse for warehouse_005?,"frappe.get_doc(""Warehouse"", ""ID-005"").get_parent()"
875,Can you provide the parent document for Contract with ref-015?,"frappe.get_doc(""Contract"", ""ID-015"").get_parent()"
878,Can you find the parent document of Asset having id 048?,"frappe.get_doc(""Asset"", ""ID-048"").get_parent()"
881,Can you provide the parent document for Material Request with cust711327?,"frappe.get_doc(""Material Request"", ""ID-004"").get_parent()"
882,What is the parent document for the Invoice with 018X?,"frappe.get_doc(""Invoice"", ""ID-018"").get_parent()"
883,I need to know the parent document for Meeting identified by doc_026.,"frappe.get_doc(""Meeting"", ""ID-026"").get_parent()"
884,Tell me the parent document of Purchase Order with 042_ID.,"frappe.get_doc(""Purchase Order"", ""ID-042"").get_parent()"
886,What is the parent document for the Sales Invoice with 020X?,"frappe.get_doc(""Sales Invoice"", ""ID-020"").get_parent()"
890,Could you tell me the parent document of Purchase Invoice for supp_017?,"frappe.get_doc(""Purchase Invoice"", ""ID-017"").get_parent()"
892,Could you tell me the parent document of Patient for ab1052?,"frappe.get_doc(""Patient"", ""ID-020"").get_parent()"
894,I need to know the parent document for Asset identified by cust_036.,"frappe.get_doc(""Asset"", ""ID-036"").get_parent()"
896,What is the parent document for the Job Card with record 003?,"frappe.get_doc(""Job Card"", ""ID-003"").get_parent()"
898,Tell me the parent document of Permit Application with ref QTN-2024-505.,"frappe.get_doc(""Permit Application"", ""QTN-2024-505"").get_parent()"
899,I need to know the parent document for E-commerce Order identified by e-commerce order_031.,"frappe.get_doc(""E-commerce Order"", ""ID-031"").get_parent()"
903,What is the parent document for the Patient with supp_022?,"frappe.get_doc(""Patient"", ""ID-022"").get_parent()"
904,I need to know the parent document for Software License identified by entry 033.,"frappe.get_doc(""Software License"", ""ID-033"").get_parent()"
908,"For Student with entry 041, what is the parent document?","frappe.get_doc(""Student"", ""ID-041"").get_parent()"
909,Can you find the parent document of Service Level Agreement having doc_028?,"frappe.get_doc(""Service Level Agreement"", ""ID-028"").get_parent()"
911,I need to know the parent document for Purchase Invoice identified by 046_ID.,"frappe.get_doc(""Purchase Invoice"", ""ID-046"").get_parent()"
916,Tell me the parent document of Sales Invoice with hdyhfdje996.,"frappe.get_doc(""Sales Invoice"", ""ID-014"").get_parent()"
917,"For Batch with ref 011, what is the parent document?","frappe.get_doc(""Batch"", ""ID-011"").get_parent()"
919,What is the parent document for the Contract with 039_ID?,"frappe.get_doc(""Contract"", ""ID-039"").get_parent()"
920,I need to know the parent document for Task identified by doc_name 011.,"frappe.get_doc(""Task"", ""ID-011"").get_parent()"
922,What is the parent document for the Payroll Entry with cust_012?,"frappe.get_doc(""Payroll Entry"", ""ID-012"").get_parent()"
925,Can you provide the parent document for Material Request with doc_name 009?,"frappe.get_doc(""Material Request"", ""ID-009"").get_parent()"
927,Can you provide the parent document for Asset with cust_002?,"frappe.get_doc(""Asset"", ""ID-002"").get_parent()"
929,"For Job Applicant with doc_049, what is the parent document?","frappe.get_doc(""Job Applicant"", ""ID-049"").get_parent()"
930,Can you provide the parent document for Prescription with prescription_004?,"frappe.get_doc(""Prescription"", ""ID-004"").get_parent()"
931,Could you help me find the parent document linked to Customer with cus-020?,"frappe.get_doc(""Customer"", ""ID-020"").get_parent()"
934,I need to know the parent document for Purchase Order identified by ref 045.,"frappe.get_doc(""Purchase Order"", ""ID-045"").get_parent()"
936,What is the parent document for the Loan with doc_017?,"frappe.get_doc(""Loan"", ""ID-017"").get_parent()"
939,Can you provide the parent document for Job Card with ref-004?,"frappe.get_doc(""Job Card"", ""ID-004"").get_parent()"
940,I need to know the parent document for Fleet Management identified by id 032.,"frappe.get_doc(""Fleet Management"", ""ID-032"").get_parent()"
946,Tell me the parent document of Pricing Rule with hdyhfdje480.,"frappe.get_doc(""Pricing Rule"", ""ID-026"").get_parent()"
947,Could you help me find the parent document linked to Loan with cust_039?,"frappe.get_doc(""Loan"", ""ID-039"").get_parent()"
948,Can you provide the parent document for Supplier with record 022?,"frappe.get_doc(""Supplier"", ""ID-022"").get_parent()"
953,Could you help me find the parent document linked to E-commerce Order with identifier 020?,"frappe.get_doc(""E-commerce Order"", ""ID-020"").get_parent()"
958,Can you provide the parent document for Pricing Rule with 046X?,"frappe.get_doc(""Pricing Rule"", ""ID-046"").get_parent()"
959,Tell me the parent document of Job Opening with entry 022.,"frappe.get_doc(""Job Opening"", ""ID-022"").get_parent()"
965,I need to know the parent document for Material Request identified by doc_044.,"frappe.get_doc(""Material Request"", ""ID-044"").get_parent()"
971,"For Purchase Order with pur-008, what is the parent document?","frappe.get_doc(""Purchase Order"", ""ID-008"").get_parent()"
976,I need to know the parent document for E-commerce Order identified by identifier 015.,"frappe.get_doc(""E-commerce Order"", ""ID-015"").get_parent()"
977,Could you tell me the parent document of Supplier for supplier_019?,"frappe.get_doc(""Supplier"", ""ID-019"").get_parent()"
980,Could you help me find the parent document linked to Project with ty6953?,"frappe.get_doc(""Project"", ""ID-011"").get_parent()"
986,Can you provide the parent document for Supplier with order_026?,"frappe.get_doc(""Supplier"", ""ID-026"").get_parent()"
987,Tell me the parent document of Asset with doc_031.,"frappe.get_doc(""Asset"", ""ID-031"").get_parent()"
988,Could you help me find the parent document linked to Item with name 009?,"frappe.get_doc(""Item"", ""ID-009"").get_parent()"
989,"For Purchase Order with order_004, what is the parent document?","frappe.get_doc(""Purchase Order"", ""ID-004"").get_parent()"
991,Could you tell me the parent document of Meeting for name 045?,"frappe.get_doc(""Meeting"", ""ID-045"").get_parent()"
992,Tell me the parent document of Tax Rule with doc_name 007.,"frappe.get_doc(""Tax Rule"", ""ID-007"").get_parent()"
997,Can you find the parent document of Asset having doc_027?,"frappe.get_doc(""Asset"", ""ID-027"").get_parent()"
1002,What is the parent document for the Invoice with name 044?,"frappe.get_doc(""Invoice"", ""ID-044"").get_parent()"
1003,What is the parent document for the Supplier with sup-030?,"frappe.get_doc(""Supplier"", ""ID-030"").get_parent()"
1008,What is the parent document for the Loan with hdyhfdje302?,"frappe.get_doc(""Loan"", ""ID-049"").get_parent()"
1012,Tell me the parent document of Course with 021_ID.,"frappe.get_doc(""Course"", ""ID-021"").get_parent()"
1013,Can you provide the parent document for Purchase Invoice with hdyhfdje819?,"frappe.get_doc(""Purchase Invoice"", ""ID-004"").get_parent()"
1023,Can you provide the parent document for Purchase Invoice with record 029?,"frappe.get_doc(""Purchase Invoice"", ""ID-029"").get_parent()"
1024,"For Asset with name 041, what is the parent document?","frappe.get_doc(""Asset"", ""ID-041"").get_parent()"
1025,Can you provide the parent document for Audit Report with 025X?,"frappe.get_doc(""Audit Report"", ""ID-025"").get_parent()"
1026,Could you help me find the parent document linked to Student with ref-019?,"frappe.get_doc(""Student"", ""ID-019"").get_parent()"
1027,"For Timesheet with timesheet_033, what is the parent document?","frappe.get_doc(""Timesheet"", ""ID-033"").get_parent()"
1029,"For Pricing Rule with supp_042, what is the parent document?","frappe.get_doc(""Pricing Rule"", ""ID-042"").get_parent()"
1030,What is the parent document for the Work Order with entry 016?,"frappe.get_doc(""Work Order"", ""ID-016"").get_parent()"
1031,What is the parent document for the Asset with ty2351?,"frappe.get_doc(""Asset"", ""ID-044"").get_parent()"
1034,"For Serial No with doc_name 027, what is the parent document?","frappe.get_doc(""Serial No"", ""ID-027"").get_parent()"
1036,Can you provide the parent document for Job Card with name 016?,"frappe.get_doc(""Job Card"", ""ID-016"").get_parent()"
1040,Can you provide the parent document for E-commerce Order with doc_049?,"frappe.get_doc(""E-commerce Order"", ""ID-049"").get_parent()"
1044,What is the parent document for the Course with 009_ID?,"frappe.get_doc(""Course"", ""ID-009"").get_parent()"
1047,Could you help me find the parent document linked to Stock Entry with hd8663?,"frappe.get_doc(""Stock Entry"", ""ID-029"").get_parent()"
1050,Could you help me find the parent document linked to Purchase Order with reference 030?,"frappe.get_doc(""Purchase Order"", ""ID-030"").get_parent()"
1051,"For Tax Rule with order_040, what is the parent document?","frappe.get_doc(""Tax Rule"", ""ID-040"").get_parent()"
1055,"For Permit Application with ref 026, what is the parent document?","frappe.get_doc(""Permit Application"", ""ID-026"").get_parent()"
1057,"For Payroll Entry with order_016, what is the parent document?","frappe.get_doc(""Payroll Entry"", ""ID-016"").get_parent()"
1059,"For Service Level Agreement with 031_ID, what is the parent document?","frappe.get_doc(""Service Level Agreement"", ""ID-031"").get_parent()"
1061,Could you help me find the parent document linked to Invoice with entry 017?,"frappe.get_doc(""Invoice"", ""ID-017"").get_parent()"
1062,Can you find the parent document of Contact having doc_name 048?,"frappe.get_doc(""Contact"", ""ID-048"").get_parent()"
1065,Can you find the parent document of Contract having name 016?,"frappe.get_doc(""Contract"", ""ID-016"").get_parent()"
1067,Could you help me find the parent document linked to Task with order_025?,"frappe.get_doc(""Task"", ""ID-025"").get_parent()"
1069,Could you help me find the parent document linked to Sales Order with ref-009?,"frappe.get_doc(""Sales Order"", ""ID-009"").get_parent()"
1070,Can you find the parent document of Invoice having 027_ID?,"frappe.get_doc(""Invoice"", ""ID-027"").get_parent()"
1071,I need to know the parent document for Pricing Rule identified by pri-034.,"frappe.get_doc(""Pricing Rule"", ""ID-034"").get_parent()"
1075,Could you tell me the parent document of Prescription for order573537?,"frappe.get_doc(""Prescription"", ""ID-020"").get_parent()"
1076,"For Journal Entry with identifier 025, what is the parent document?","frappe.get_doc(""Journal Entry"", ""ID-025"").get_parent()"
1078,What is the parent document for the Stock Entry with cust_017?,"frappe.get_doc(""Stock Entry"", ""ID-017"").get_parent()"
1081,"For BOM with 047X, what is the parent document?","frappe.get_doc(""BOM"", ""ID-047"").get_parent()"
1082,Tell me the parent document of BOM with identifier 027.,"frappe.get_doc(""BOM"", ""ID-027"").get_parent()"
1086,Could you help me find the parent document linked to E-commerce Order with doc_name 037?,"frappe.get_doc(""E-commerce Order"", ""ID-037"").get_parent()"
1087,Could you tell me the parent document of Invoice for 001X?,"frappe.get_doc(""Invoice"", ""ID-001"").get_parent()"
1088,I need to know the parent document for Contract identified by order_028.,"frappe.get_doc(""Contract"", ""ID-028"").get_parent()"
1089,"For Student with ref 020, what is the parent document?","frappe.get_doc(""Student"", ""ID-020"").get_parent()"
1090,Can you find the parent document of Subscription having ref 003?,"frappe.get_doc(""Subscription"", ""ID-003"").get_parent()"
1091,Could you help me find the parent document linked to Supplier with ref-003?,"frappe.get_doc(""Supplier"", ""ID-003"").get_parent()"
1094,Tell me the parent document of Software License with reference 014.,"frappe.get_doc(""Software License"", ""ID-014"").get_parent()"
1095,What is the parent document for the Support Ticket with identifier 010?,"frappe.get_doc(""Support Ticket"", ""ID-010"").get_parent()"
1098,What is the parent document for the Customer with doc_027?,"frappe.get_doc(""Customer"", ""ID-027"").get_parent()"
1101,What is the parent document for the Permit Application with cust_021?,"frappe.get_doc(""Permit Application"", ""ID-021"").get_parent()"
1106,Can you provide the parent document for Purchase Order with order_049?,"frappe.get_doc(""Purchase Order"", ""ID-049"").get_parent()"
1109,What is the parent document for the Quotation with quo-011?,"frappe.get_doc(""Quotation"", ""ID-011"").get_parent()"
1110,Could you help me find the parent document linked to Contract with ref 007?,"frappe.get_doc(""Contract"", ""ID-007"").get_parent()"
1111,Could you help me find the parent document linked to Job Opening with job opening_047?,"frappe.get_doc(""Job Opening"", ""ID-047"").get_parent()"
1115,"For Material Request with order_010, what is the parent document?","frappe.get_doc(""Material Request"", ""ID-010"").get_parent()"
1117,"For Job Applicant with cust682777, what is the parent document?","frappe.get_doc(""Job Applicant"", ""ID-033"").get_parent()"
1118,"For Job Card with doc_name 017, what is the parent document?","frappe.get_doc(""Job Card"", ""ID-017"").get_parent()"
1119,What is the parent document for the Invoice with order_016?,"frappe.get_doc(""Invoice"", ""ID-016"").get_parent()"
1120,Can you find the parent document of Software License having order982274?,"frappe.get_doc(""Software License"", ""ID-049"").get_parent()"
1123,Can you find the parent document of Hotel Reservation having name 020?,"frappe.get_doc(""Hotel Reservation"", ""ID-020"").get_parent()"
1128,Can you find the parent document of Batch having record 043?,"frappe.get_doc(""Batch"", ""ID-043"").get_parent()"
1129,I need to know the parent document for Event identified by record 030.,"frappe.get_doc(""Event"", ""ID-030"").get_parent()"
1130,I need to know the parent document for Job Opening identified by jh1187.,"frappe.get_doc(""Job Opening"", ""ID-043"").get_parent()"
1134,I need to know the parent document for Contract identified by ref-008.,"frappe.get_doc(""Contract"", ""ID-008"").get_parent()"
1139,Tell me the parent document of Support Ticket with support ticket_040.,"frappe.get_doc(""Support Ticket"", ""ID-040"").get_parent()"
1141,"For Payment Entry with ref-003, what is the parent document?","frappe.get_doc(""Payment Entry"", ""ID-003"").get_parent()"
1142,What is the parent document for the Shipment with ref-019?,"frappe.get_doc(""Shipment"", ""ID-019"").get_parent()"
1145,Could you help me find the parent document linked to Lab Test with name 039?,"frappe.get_doc(""Lab Test"", ""ID-039"").get_parent()"
1149,What is the parent document for the Quotation with cust_035?,"frappe.get_doc(""Quotation"", ""ID-035"").get_parent()"
1151,Could you tell me the parent document of Lab Test for lab test_013?,"frappe.get_doc(""Lab Test"", ""ID-013"").get_parent()"
1152,I need to know the parent document for Contact identified by id 008.,"frappe.get_doc(""Contact"", ""ID-008"").get_parent()"
1159,Tell me the parent document of Warehouse with jh5132.,"frappe.get_doc(""Warehouse"", ""ID-018"").get_parent()"
1161,I need to know the parent document for BOM identified by supp_042.,"frappe.get_doc(""BOM"", ""ID-042"").get_parent()"
1164,Could you tell me the parent document of Pricing Rule for ref-041?,"frappe.get_doc(""Pricing Rule"", ""ID-041"").get_parent()"
1166,Could you help me find the parent document linked to Audit Report with hdyhfdje153?,"frappe.get_doc(""Audit Report"", ""ID-030"").get_parent()"
1169,What is the parent document for the Sales Invoice with identifier 002?,"frappe.get_doc(""Sales Invoice"", ""ID-002"").get_parent()"
1172,Could you tell me the parent document of Pricing Rule for name 024?,"frappe.get_doc(""Pricing Rule"", ""ID-024"").get_parent()"
1174,Could you help me find the parent document linked to Employee with 042_ID?,"frappe.get_doc(""Employee"", ""ID-042"").get_parent()"
1175,"For Contract with 048X, what is the parent document?","frappe.get_doc(""Contract"", ""ID-048"").get_parent()"
1180,Tell me the parent document of Pricing Rule with pricing rule_010.,"frappe.get_doc(""Pricing Rule"", ""ID-010"").get_parent()"
1181,I need to know the parent document for Opportunity identified by order_008.,"frappe.get_doc(""Opportunity"", ""ID-008"").get_parent()"
1184,Can you provide the parent document for Subscription with reference 006?,"frappe.get_doc(""Subscription"", ""ID-006"").get_parent()"
1186,What is the parent document for the Campaign with entry 028?,"frappe.get_doc(""Campaign"", ""ID-028"").get_parent()"
1188,Can you provide the parent document for Pricing Rule with order_013?,"frappe.get_doc(""Pricing Rule"", ""ID-013"").get_parent()"
1192,What is the parent document for the Loan with entry 030?,"frappe.get_doc(""Loan"", ""ID-030"").get_parent()"
1194,Could you help me find the parent document linked to Pricing Rule with prod204263?,"frappe.get_doc(""Pricing Rule"", ""ID-044"").get_parent()"
1196,I need to know the parent document for Opportunity identified by record 022.,"frappe.get_doc(""Opportunity"", ""ID-022"").get_parent()"
1200,Can you provide the parent document for Contact with order_018?,"frappe.get_doc(""Contact"", ""ID-018"").get_parent()"
1201,Can you find the parent document of Lab Test having prod784262?,"frappe.get_doc(""Lab Test"", ""ID-006"").get_parent()"
1202,Could you help me find the parent document linked to Material Request with 017X?,"frappe.get_doc(""Material Request"", ""ID-017"").get_parent()"
1204,Could you help me find the parent document linked to Supplier with cust147251?,"frappe.get_doc(""Supplier"", ""ID-020"").get_parent()"
